Timestamp,Name,Value
11.69643,"NT:/limelight/ty",-22.179140090942383
11.696441,"NT:/limelight/ta",0.8977891206741333
11.696452,"NT:/limelight/ts",76.47684478759766
11.696461,"NT:/limelight/tlong",81.25269317626953
11.69647,"NT:/limelight/tshort",16.602527618408203
11.696479,"NT:/limelight/thor",80
11.696488,"NT:/limelight/tvert",20
11.696506,"NT:/limelight/tc",0.3294117748737335;0.3294117748737335;0.3294117748737335
11.696525,"NT:/limelight/hb",215591
11.696541,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""pID"":0.0,""tl"":14.001510620117188,""ts"":3216784.4047100004,""v"":1}}"
11.696565,"NT:/limelight/camerapose_targetspace",0.5651122781155509;-0.48625024642411036;-0.20128063193262605;94.84064148481323;-7.967115195171962;-117.3608503089326
11.696584,"NT:/limelight/targetpose_cameraspace",-0.1425716841359544;0.28361011086079607;0.7039486499140528;100.57655250667506;62.9156683722432;-178.55645076081908
11.696602,"NT:/limelight/botpose_targetspace",0.5651122781155509;-0.48625024642411036;-0.20128063193262605;94.84064148481323;-7.967115195171962;-117.3608503089326
11.69662,"NT:/limelight/targetpose_robotspace",-0.1425716841359544;0.28361011086079607;0.7039486499140528;100.57655250667506;62.9156683722432;-178.55645076081908
11.70518,"NT:/SmartDashboard/LimelightX",-5.396484851837158
11.705268,"NT:/SmartDashboard/LimelightY",-11.089570045471191
11.705284,"NT:/SmartDashboard/LimelightArea",0.44889456033706665
11.705296,"NT:/SmartDashboard/LimelightLength",12.859124660491943
11.71221,"NT:/limelight/tv",0
11.712239,"NT:/limelight/tl",13.426875114440918
11.712252,"NT:/limelight/tx",0
11.712264,"NT:/limelight/ty",0
11.712275,"NT:/limelight/ta",0
11.712286,"NT:/limelight/ts",0
11.712295,"NT:/limelight/tlong",0
11.712304,"NT:/limelight/tshort",0
11.712312,"NT:/limelight/thor",0
11.71238,"NT:/limelight/tvert",0
11.7124,"NT:/limelight/tc",0.40392157435417175;0.40392157435417175;0.40392157435417175
11.71242,"NT:/limelight/hb",215592
11.71254,"NT:/limelight/botpose",0;0;0;89.9999239850482;-89.9999239850482;8.537736462515939e-07
11.712562,"NT:/limelight/botpose_wpiblue",8.270875;4.00685;0;89.9999239850482;-89.9999239850482;8.537736462515939e-07
11.71258,"NT:/limelight/botpose_wpired",8.270875;4.00685;0;89.9999239850482;-89.9999239850482;179.9998479587579
11.712608,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[{""fID"":9,""fam"":""16H5C"",""pts"":[],""skew"":[],""t6c_ts"":[0.5651122781155509,-0.48625024642411036,-0.20128063193262605,94.84064148481323,-7.967115195171962,-117.3608503089326],""t6r_fs"":[],""t6r_ts"":[0.5651122781155509,-0.48625024642411036,-0.20128063193262605,94.84064148481323,-7.967115195171962,-117.3608503089326],""t6t_cs"":[-0.1425716841359544,0.28361011086079607,0.7039486499140528,100.57655250667506,62.9156683722432,-178.55645076081908],""t6t_rs"":[-0.1425716841359544,0.28361011086079607,0.7039486499140528,100.57655250667506,62.9156683722432,-178.55645076081908],""ta"":0.011678743176162243,""tx"":-10.792969703674316,""txp"":106.24172973632813,""ty"":-22.179140090942383,""typ"":225.13072204589844}],""Retro"":[],""botpose"":[0.0,0.0,0.0,89.9999239850482,-89.9999239850482,8.537736462515939e-07],""botpose_wpiblue"":[8.270875,4.00685,0.0,89.9999239850482,-89.9999239850482,8.537736462515939e-07],""botpose_wpired"":[8.270875,4.00685,0.0,89.9999239850482,-89.9999239850482,179.9998479587579],""pID"":0.0,""tl"":16.906822204589844,""ts"":3216802.02346,""v"":1}}"
11.712631,"NT:/limelight/tid",9
11.713186,"NT:/limelight/camerapose_targetspace",0;0;0;0;0;0
11.713218,"NT:/limelight/targetpose_cameraspace",0;0;0;0;0;0
11.713238,"NT:/limelight/botpose_targetspace",0;0;0;0;0;0
11.713256,"NT:/limelight/targetpose_robotspace",0;0;0;0;0;0
11.725381,"NT:/SmartDashboard/LimelightLength",12.952812194824219
11.727463,"NT:/limelight/tl",13.622082710266113
11.727505,"NT:/limelight/tc",0.4117647111415863;0.4117647111415863;0.4117647111415863
11.727525,"NT:/limelight/hb",215593
11.727542,"NT:/limelight/botpose",0;0;0;0;0;0
11.727563,"NT:/limelight/botpose_wpiblue",0;0;0;0;0;0
11.727581,"NT:/limelight/botpose_wpired",0;0;0;0;0;0
11.727599,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""pID"":0.0,""tl"":13.426875114440918,""ts"":3216816.551637,""v"":1}}"
11.727619,"NT:/limelight/tid",-1
11.740721,"NT:/limelight/tl",15.09546947479248
11.740761,"NT:/limelight/tc",0.3450980484485626;0.3450980484485626;0.3450980484485626
11.74078,"NT:/limelight/hb",215594
11.740795,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""pID"":0.0,""tl"":13.622082710266113,""ts"":3216831.222366,""v"":1}}"
11.745307,"NT:/SmartDashboard/LimelightLength",12.905895614624024
11.75284,"NT:/limelight/tl",11.432344436645508
11.752877,"NT:/limelight/tc",0.37254902720451355;0.37254902720451355;0.37254902720451355
11.752895,"NT:/limelight/hb",215595
11.752911,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""pID"":0.0,""tl"":15.09546947479248,""ts"":3216847.155751,""v"":1}}"
11.76449,"NT:/SmartDashboard/LimelightLength",12.653395748138427
11.766974,"NT:/limelight/tl",13.068124771118164
11.767015,"NT:/limelight/tc",0.30588236451148987;0.30588236451148987;0.30588236451148987
11.767035,"NT:/limelight/hb",215596
11.767052,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""pID"":0.0,""tl"":11.432344436645508,""ts"":3216859.4280950003,""v"":1}}"
11.782667,"NT:/limelight/tl",13.90135383605957
11.782711,"NT:/limelight/tc",0.4000000059604645;0.4000000059604645;0.4000000059604645
11.782732,"NT:/limelight/hb",215597
11.782749,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""pID"":0.0,""tl"":13.068124771118164,""ts"":3216873.23997,""v"":1}}"
11.785938,"NT:/SmartDashboard/LimelightLength",12.699025917053223
11.79487,"NT:/limelight/tl",11.741822242736816
11.794912,"NT:/limelight/tc",0.3137255012989044;0.3137255012989044;0.3137255012989044
11.794931,"NT:/limelight/hb",215598
11.794946,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""pID"":0.0,""tl"":13.90135383605957,""ts"":3216889.027001,""v"":1}}"
11.804769,"NT:/SmartDashboard/LimelightLength",12.272265529632568
11.809037,"NT:/limelight/tl",11.841822624206543
11.809071,"NT:/limelight/tc",0.34117648005485535;0.34117648005485535;0.34117648005485535
11.80909,"NT:/limelight/hb",215599
11.809105,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""pID"":0.0,""tl"":11.741822242736816,""ts"":3216901.6067930004,""v"":1}}"
11.824818,"NT:/limelight/tl",14.46890640258789
11.824859,"NT:/limelight/tc",0.42352941632270813;0.42352941632270813;0.42352941632270813
11.824878,"NT:/limelight/hb",215600
